1.000299987792968750e+02 2.190909978750725892e-27 0.000000000000000000e+00 2.016809956231002984e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.029199981689453125e+02 2.377100026496339673e-27 0.000000000000000000e+00 2.191600039449799838e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.058899993896484375e+02 2.582159950651070713e-27 0.000000000000000000e+00 2.376850040789558209e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.089300003051757812e+02 2.807620095148729110e-27 0.000000000000000000e+00 2.572260092957937004e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.120599975585937500e+02 3.055030063222568835e-27 0.000000000000000000e+00 2.777389928369649302e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.152699966430664062e+02 3.325970080391959613e-27 0.000000000000000000e+00 2.991719931125699424e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.185699996948242188e+02 3.622000149911855107e-27 0.000000000000000000e+00 3.214609922112573056e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.219599990844726562e+02 3.944700112115636165e-27 0.000000000000000000e+00 3.445350003552769060e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.254400024414062500e+02 4.295609940586834822e-27 0.000000000000000000e+00 3.683169996061526982e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.290299987792968750e+02 4.676269994094971988e-27 0.000000000000000000e+00 3.927270060932942803e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.327200012207031250e+02 5.088170172045025630e-27 0.000000000000000000e+00 4.176830137196696438e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.365099945068359375e+02 5.532699840298876699e-27 0.000000000000000000e+00 4.430950045196781292e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.404100036621093750e+02 6.011279949969494098e-27 0.000000000000000000e+00 4.688800094313155345e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.444299926757812500e+02 6.525210118583350333e-27 0.000000000000000000e+00 4.949539808718088006e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.485700073242187500e+02 7.075750289510063535e-27 0.000000000000000000e+00 5.212349897813236946e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.528300018310546875e+02 7.664060257762143697e-27 0.000000000000000000e+00 5.476470004456558084e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.572200012207031250e+02 8.291250129359535621e-27 0.000000000000000000e+00 5.741179830848850593e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.617400054931640625e+02 8.958329861965075974e-27 0.000000000000000000e+00 6.005809923741445471e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.663899993896484375e+02 9.666190005585049414e-27 0.000000000000000000e+00 6.269730118856539213e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.711900024414062500e+02 1.041560016182523308e-26 0.000000000000000000e+00 6.532389985416025949e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.761399993896484375e+02 1.120729988778427167e-26 0.000000000000000000e+00 6.793290322378320505e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.812299957275390625e+02 1.204190008844052482e-26 0.000000000000000000e+00 7.051969676928747702e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.864799957275390625e+02 1.291979981647846956e-26 0.000000000000000000e+00 7.308049796426229885e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.918999938964843750e+02 1.384149981368364657e-26 0.000000000000000000e+00 7.561200191292310204e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
