# T           n_e           n_H           n_ion         rho           FHI           FHII          mu            Losses (L)    L/(n^2)       L_5007        LHalpha       0.1-0.5keV    0.5-1.0keV    1.0-2.0keV    2.0-10.0keV
# (K)         (/cm^3)       (/cm^3)       (/cm^3)       (g/cm^3)                                  (amu)         (erg/cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (fraction)    (fraction)    (fraction)    (fraction)
9.86397E+08   4.81522E-06   4.08331E-06   4.43510E-06   9.27216E-30   1.68781E-10   1.00000E+00   6.03640E-01   1.43022E-33   1.67143E-23   0.00000E+00   1.00980E-32   1.50023E-02   1.59193E-02   2.76791E-02   1.59750E-01
9.59571E+08   5.01329E-06   4.25128E-06   4.61754E-06   9.65357E-30   1.72504E-10   1.00000E+00   6.03640E-01   1.52970E-33   1.64922E-23   0.00000E+00   1.04639E-32   1.53502E-02   1.62760E-02   2.82780E-02   1.62800E-01
9.33365E+08   5.21558E-06   4.42282E-06   4.80386E-06   1.00431E-29   1.77603E-10   1.00000E+00   6.03640E-01   1.63358E-33   1.62725E-23   0.00000E+00   1.09233E-32   1.57069E-02   1.66415E-02   2.88908E-02   1.65920E-01
9.07645E+08   5.42348E-06   4.59911E-06   4.99534E-06   1.04434E-29   1.82890E-10   1.00000E+00   6.03640E-01   1.74268E-33   1.60539E-23   0.00000E+00   1.14067E-32   1.60749E-02   1.70180E-02   2.95213E-02   1.69100E-01
8.82428E+08   5.63728E-06   4.78042E-06   5.19227E-06   1.08551E-29   1.88380E-10   1.00000E+00   6.03640E-01   1.85731E-33   1.58367E-23   0.00000E+00   1.19157E-32   1.64542E-02   1.74056E-02   3.01696E-02   1.72360E-01
8.57729E+08   5.85726E-06   4.96697E-06   5.39489E-06   1.12787E-29   1.94081E-10   1.00000E+00   6.03640E-01   1.97778E-33   1.56209E-23   0.00000E+00   1.24517E-32   1.68449E-02   1.78044E-02   3.08357E-02   1.75700E-01
8.33558E+08   6.08368E-06   5.15897E-06   5.60344E-06   1.17147E-29   1.99999E-10   1.00000E+00   6.03640E-01   2.10440E-33   1.54068E-23   0.00000E+00   1.30159E-32   1.72471E-02   1.82145E-02   3.15197E-02   1.79100E-01
8.09923E+08   6.31681E-06   5.35666E-06   5.81816E-06   1.21636E-29   2.06136E-10   1.00000E+00   6.03640E-01   2.23750E-33   1.51945E-23   0.00000E+00   1.36096E-32   1.76609E-02   1.86359E-02   3.22216E-02   1.82580E-01
7.86828E+08   6.55690E-06   5.56026E-06   6.03930E-06   1.26259E-29   2.12500E-10   1.00000E+00   6.03640E-01   2.37744E-33   1.49841E-23   0.00000E+00   1.42340E-32   1.80866E-02   1.90688E-02   3.29417E-02   1.86120E-01
7.64274E+08   6.80423E-06   5.77000E-06   6.26710E-06   1.31022E-29   2.19097E-10   1.00000E+00   6.03640E-01   2.52457E-33   1.47757E-23   0.00000E+00   1.48908E-32   1.85243E-02   1.95135E-02   3.36819E-02   1.89770E-01
7.42261E+08   7.05907E-06   5.98610E-06   6.50183E-06   1.35929E-29   2.25933E-10   1.00000E+00   6.03640E-01   2.67928E-33   1.45694E-23   0.00000E+00   1.55812E-32   1.89742E-02   1.99698E-02   3.44388E-02   1.93450E-01
7.20786E+08   7.32170E-06   6.20881E-06   6.74372E-06   1.40986E-29   2.33012E-10   1.00000E+00   6.03640E-01   2.84197E-33   1.43653E-23   0.00000E+00   1.63069E-32   1.94364E-02   2.04381E-02   3.52144E-02   1.97200E-01
6.99847E+08   7.59240E-06   6.43837E-06   6.99306E-06   1.46199E-29   2.40345E-10   1.00000E+00   6.03640E-01   3.01305E-33   1.41634E-23   0.00000E+00   1.70697E-32   1.99111E-02   2.09184E-02   3.60087E-02   2.01020E-01
6.79437E+08   7.87147E-06   6.67502E-06   7.25010E-06   1.51573E-29   2.47940E-10   1.00000E+00   6.03640E-01   3.19297E-33   1.39637E-23   0.00000E+00   1.78714E-32   2.03986E-02   2.14109E-02   3.68218E-02   2.04900E-01
6.59552E+08   8.15920E-06   6.91901E-06   7.51511E-06   1.57113E-29   2.55800E-10   1.00000E+00   6.03640E-01   3.38218E-33   1.37664E-23   0.00000E+00   1.87137E-32   2.08995E-02   2.19186E-02   3.76960E-02   2.09470E-01
6.40185E+08   8.45589E-06   7.17061E-06   7.78838E-06   1.62826E-29   2.63939E-10   1.00000E+00   6.03640E-01   3.58117E-33   1.35714E-23   0.00000E+00   1.95988E-32   2.14131E-02   2.24361E-02   3.85496E-02   2.13510E-01
6.21327E+08   8.76186E-06   7.43007E-06   8.07020E-06   1.68718E-29   2.72362E-10   1.00000E+00   6.03640E-01   3.79045E-33   1.33788E-23   0.00000E+00   2.05287E-32   2.19401E-02   2.29664E-02   3.94230E-02   2.17600E-01
6.02971E+08   9.07742E-06   7.69767E-06   8.36085E-06   1.74794E-29   2.81078E-10   1.00000E+00   6.03640E-01   4.01056E-33   1.31886E-23   0.00000E+00   2.15054E-32   2.24808E-02   2.35098E-02   4.03167E-02   2.21770E-01
5.85108E+08   9.40291E-06   7.97369E-06   8.66065E-06   1.81062E-29   2.90097E-10   1.00000E+00   6.03640E-01   4.24206E-33   1.30008E-23   0.00000E+00   2.25314E-32   2.30355E-02   2.40664E-02   4.12306E-02   2.26000E-01
5.67729E+08   9.73866E-06   8.25841E-06   8.96990E-06   1.87527E-29   2.99431E-10   1.00000E+00   6.03640E-01   4.48553E-33   1.28154E-23   0.00000E+00   2.36093E-32   2.36043E-02   2.46365E-02   4.21651E-02   2.30280E-01
5.50826E+08   1.00850E-05   8.55213E-06   9.28893E-06   1.94197E-29   3.09088E-10   1.00000E+00   6.03640E-01   4.74161E-33   1.26325E-23   0.00000E+00   2.47416E-32   2.41876E-02   2.52200E-02   4.31202E-02   2.34630E-01
5.34387E+08   1.04424E-05   8.85516E-06   9.61807E-06   2.01078E-29   3.19078E-10   1.00000E+00   6.03640E-01   5.01094E-33   1.24520E-23   0.00000E+00   2.59308E-32   2.47856E-02   2.58174E-02   4.40960E-02   2.39030E-01
5.18405E+08   1.08111E-05   9.16780E-06   9.95764E-06   2.08177E-29   3.29412E-10   1.00000E+00   6.03640E-01   5.29422E-33   1.22739E-23   0.00000E+00   2.71798E-32   2.53985E-02   2.64287E-02   4.50931E-02   2.43490E-01
5.02869E+08   1.11915E-05   9.49039E-06   1.03080E-05   2.15503E-29   3.40102E-10   1.00000E+00   6.03640E-01   5.59217E-33   1.20983E-23   0.00000E+00   2.84916E-32   2.60267E-02   2.70543E-02   4.61115E-02   2.48010E-01
4.87769E+08   1.15840E-05   9.82324E-06   1.06695E-05   2.23061E-29   3.51161E-10   1.00000E+00   6.03640E-01   5.90556E-33   1.19251E-23   0.00000E+00   2.98695E-32   2.66704E-02   2.76944E-02   4.71516E-02   2.52580E-01
4.73096E+08   1.19890E-05   1.01667E-05   1.10426E-05   2.30860E-29   3.62599E-10   1.00000E+00   6.03640E-01   6.23518E-33   1.17544E-23   0.00000E+00   3.13165E-32   2.73300E-02   2.83492E-02   4.82136E-02   2.57200E-01
4.58839E+08   1.24070E-05   1.05211E-05   1.14276E-05   2.38908E-29   3.74429E-10   1.00000E+00   6.03640E-01   6.58189E-33   1.15861E-23   0.00000E+00   3.28362E-32   2.80057E-02   2.90189E-02   4.92978E-02   2.61870E-01
4.44989E+08   1.28383E-05   1.08869E-05   1.18248E-05   2.47214E-29   3.86664E-10   1.00000E+00   6.03640E-01   6.94657E-33   1.14202E-23   0.00000E+00   3.44323E-32   2.86977E-02   2.97036E-02   5.04042E-02   2.66590E-01
4.31536E+08   1.32834E-05   1.12644E-05   1.22348E-05   2.55785E-29   3.99318E-10   1.00000E+00   6.03640E-01   7.33018E-33   1.12568E-23   0.00000E+00   3.61086E-32   2.94063E-02   3.04035E-02   5.15329E-02   2.71350E-01
4.18470E+08   1.37427E-05   1.16539E-05   1.26579E-05   2.64630E-29   4.12404E-10   1.00000E+00   6.03640E-01   7.73370E-33   1.10958E-23   0.00000E+00   3.78690E-32   3.01317E-02   3.11188E-02   5.26841E-02   2.76150E-01
4.05782E+08   1.42168E-05   1.20559E-05   1.30946E-05   2.73759E-29   4.25937E-10   1.00000E+00   6.03640E-01   8.15817E-33   1.09372E-23   0.00000E+00   3.97177E-32   3.08743E-02   3.18497E-02   5.38578E-02   2.81000E-01
3.93462E+08   1.47061E-05   1.24709E-05   1.35453E-05   2.83181E-29   4.39930E-10   1.00000E+00   6.03640E-01   8.60471E-33   1.07809E-23   0.00000E+00   4.16591E-32   3.16343E-02   3.25975E-02   5.50575E-02   2.85910E-01
3.81500E+08   1.52111E-05   1.28991E-05   1.40104E-05   2.92906E-29   4.54401E-10   1.00000E+00   6.03640E-01   9.07445E-33   1.06271E-23   0.00000E+00   4.36979E-32   3.24120E-02   3.33607E-02   5.62784E-02   2.90850E-01
3.69888E+08   1.57323E-05   1.33411E-05   1.44905E-05   3.02942E-29   4.69366E-10   1.00000E+00   6.03640E-01   9.56863E-33   1.04756E-23   0.00000E+00   4.58392E-32   3.32077E-02   3.41402E-02   5.75227E-02   2.95820E-01
3.58616E+08   1.62703E-05   1.37973E-05   1.49860E-05   3.13302E-29   4.84838E-10   1.00000E+00   6.03640E-01   1.00885E-32   1.03265E-23   0.00000E+00   4.80876E-32   3.40218E-02   3.49361E-02   5.87905E-02   3.00830E-01
3.47676E+08   1.68256E-05   1.42682E-05   1.54974E-05   3.23994E-29   5.00835E-10   1.00000E+00   6.03640E-01   1.06356E-32   1.01798E-23   0.00000E+00   5.04487E-32   3.48542E-02   3.57485E-02   6.00814E-02   3.05860E-01
3.37058E+08   1.73987E-05   1.47542E-05   1.60253E-05   3.35030E-29   5.17374E-10   1.00000E+00   6.03640E-01   1.12111E-32   1.00353E-23   0.00000E+00   5.29280E-32   3.57056E-02   3.65777E-02   6.13960E-02   3.10930E-01
3.26754E+08   1.79903E-05   1.52558E-05   1.65702E-05   3.46421E-29   5.34472E-10   1.00000E+00   6.03640E-01   1.18161E-32   9.89268E-24   0.00000E+00   5.55313E-32   3.65777E-02   3.74257E-02   6.27370E-02   3.16040E-01
3.16756E+08   1.86009E-05   1.57736E-05   1.71326E-05   3.58179E-29   5.52150E-10   1.00000E+00   6.03640E-01   1.24526E-32   9.75232E-24   0.00000E+00   5.82650E-32   3.74696E-02   3.82927E-02   6.41054E-02   3.21190E-01
3.07055E+08   1.92311E-05   1.63081E-05   1.77131E-05   3.70316E-29   5.70424E-10   1.00000E+00   6.03640E-01   1.31222E-32   9.61421E-24   0.00000E+00   6.11354E-32   3.83813E-02   3.91756E-02   6.54949E-02   3.26340E-01
2.97642E+08   1.98817E-05   1.68598E-05   1.83124E-05   3.82844E-29   5.89315E-10   1.00000E+00   6.03640E-01   1.38269E-32   9.47833E-24   0.00000E+00   6.41494E-32   3.93131E-02   4.00764E-02   6.69068E-02   3.31560E-01
2.88510E+08   2.05533E-05   1.74293E-05   1.89309E-05   3.95775E-29   6.08843E-10   1.00000E+00   6.03640E-01   1.45683E-32   9.34466E-24   0.00000E+00   6.73140E-32   4.02655E-02   4.09953E-02   6.83450E-02   3.36770E-01
2.79651E+08   2.12465E-05   1.80172E-05   1.95694E-05   4.09124E-29   6.29029E-10   1.00000E+00   6.03640E-01   1.53486E-32   9.21318E-24   0.00000E+00   7.06369E-32   4.12386E-02   4.19318E-02   6.98068E-02   3.42000E-01
2.71058E+08   2.19621E-05   1.86240E-05   2.02285E-05   4.22904E-29   6.49896E-10   1.00000E+00   6.03640E-01   1.61697E-32   9.08387E-24   0.00000E+00   7.41261E-32   4.22325E-02   4.28865E-02   7.12926E-02   3.47240E-01
2.62722E+08   2.27008E-05   1.92504E-05   2.09089E-05   4.37128E-29   6.71466E-10   1.00000E+00   6.03640E-01   1.70339E-32   8.95672E-24   0.00000E+00   7.77896E-32   4.32474E-02   4.38591E-02   7.28023E-02   3.52500E-01
2.54636E+08   2.34633E-05   1.98970E-05   2.16112E-05   4.51811E-29   6.93763E-10   1.00000E+00   6.03640E-01   1.79435E-32   8.83170E-24   0.00000E+00   8.16364E-32   4.42870E-02   4.48573E-02   7.43560E-02   3.57840E-01
2.46794E+08   2.42504E-05   2.05645E-05   2.23362E-05   4.66968E-29   7.16811E-10   1.00000E+00   6.03640E-01   1.89009E-32   8.70880E-24   0.00000E+00   8.56755E-32   4.53451E-02   4.58672E-02   7.59155E-02   3.63130E-01
2.39189E+08   2.50630E-05   2.12536E-05   2.30847E-05   4.82615E-29   7.40634E-10   1.00000E+00   6.03640E-01   1.99086E-32   8.58799E-24   0.00000E+00   8.99165E-32   4.64252E-02   4.68959E-02   7.75006E-02   3.68430E-01
2.31813E+08   2.59018E-05   2.19649E-05   2.38573E-05   4.98767E-29   7.65258E-10   1.00000E+00   6.03640E-01   2.09695E-32   8.46924E-24   0.00000E+00   9.43695E-32   4.75276E-02   4.79436E-02   7.91106E-02   3.73730E-01
2.24660E+08   2.67677E-05   2.26992E-05   2.46549E-05   5.15442E-29   7.90712E-10   1.00000E+00   6.03640E-01   2.20864E-32   8.35254E-24   0.00000E+00   9.90452E-32   4.86525E-02   4.90099E-02   8.07450E-02   3.79030E-01
2.17724E+08   2.76615E-05   2.34573E-05   2.54782E-05   5.32655E-29   8.17021E-10   1.00000E+00   6.03640E-01   2.32623E-32   8.23784E-24   0.00000E+00   1.03954E-31   4.98000E-02   5.00950E-02   8.24038E-02   3.84310E-01
2.10999E+08   2.85843E-05   2.42398E-05   2.63281E-05   5.50424E-29   8.44213E-10   1.00000E+00   6.03640E-01   2.45003E-32   8.12512E-24   0.00000E+00   1.09109E-31   5.09704E-02   5.11990E-02   8.40871E-02   3.89580E-01
2.04477E+08   2.95369E-05   2.50476E-05   2.72056E-05   5.68767E-29   8.72319E-10   1.00000E+00   6.03640E-01   2.58038E-32   8.01433E-24   0.00000E+00   1.14521E-31   5.21642E-02   5.23221E-02   8.57953E-02   3.94820E-01
1.98154E+08   3.05203E-05   2.58815E-05   2.81113E-05   5.87704E-29   9.01368E-10   1.00000E+00   6.03640E-01   2.71762E-32   7.90543E-24   0.00000E+00   1.20203E-31   5.33818E-02   5.34646E-02   8.75286E-02   4.00030E-01
1.92023E+08   3.15354E-05   2.67424E-05   2.90464E-05   6.07252E-29   9.31390E-10   1.00000E+00   6.03640E-01   2.86212E-32   7.79836E-24   0.00000E+00   1.26170E-31   5.46336E-02   5.46459E-02   8.93993E-02   4.05260E-01
1.86079E+08   3.25834E-05   2.76311E-05   3.00117E-05   6.27433E-29   9.62420E-10   1.00000E+00   6.03640E-01   3.01425E-32   7.69307E-24   0.00000E+00   1.32433E-31   5.59006E-02   5.58287E-02   9.11886E-02   4.10390E-01
1.80317E+08   3.36652E-05   2.85486E-05   3.10081E-05   6.48265E-29   9.94489E-10   1.00000E+00   6.03640E-01   3.17443E-32   7.58952E-24   0.00000E+00   1.39010E-31   5.71929E-02   5.70317E-02   9.30044E-02   4.15460E-01
1.74731E+08   3.47820E-05   2.94956E-05   3.20368E-05   6.69771E-29   1.02763E-09   1.00000E+00   6.03640E-01   3.34306E-32   7.48767E-24   0.00000E+00   1.45914E-31   5.85106E-02   5.82548E-02   9.48464E-02   4.20480E-01
1.69315E+08   3.59349E-05   3.04733E-05   3.30987E-05   6.91971E-29   1.06188E-09   1.00000E+00   6.03640E-01   3.52061E-32   7.38748E-24   0.00000E+00   1.53163E-31   5.98541E-02   5.94983E-02   9.67151E-02   4.25420E-01
1.64066E+08   3.71250E-05   3.14826E-05   3.41949E-05   7.14889E-29   1.09728E-09   1.00000E+00   6.03640E-01   3.70753E-32   7.28892E-24   0.00000E+00   1.60774E-31   6.12248E-02   6.07640E-02   9.86185E-02   4.30290E-01
1.58977E+08   3.83536E-05   3.25245E-05   3.53266E-05   7.38547E-29   1.13385E-09   1.00000E+00   6.03640E-01   3.90433E-32   7.19192E-24   0.00000E+00   1.68763E-31   6.26214E-02   6.20488E-02   1.00540E-01   4.35080E-01
1.54045E+08   3.96219E-05   3.36000E-05   3.64948E-05   7.62970E-29   1.17165E-09   1.00000E+00   6.03640E-01   4.11151E-32   7.09646E-24   0.00000E+00   1.77150E-31   6.40453E-02   6.33557E-02   1.02500E-01   4.39800E-01
1.49264E+08   4.09311E-05   3.47103E-05   3.77007E-05   7.88182E-29   1.21070E-09   1.00000E+00   6.03640E-01   4.32962E-32   7.00251E-24   0.00000E+00   1.85954E-31   6.54970E-02   6.46844E-02   1.04480E-01   4.44440E-01
1.44630E+08   4.22826E-05   3.58564E-05   3.89456E-05   8.14208E-29   1.25106E-09   1.00000E+00   6.03640E-01   4.55924E-32   6.91002E-24   0.00000E+00   1.95197E-31   6.69773E-02   6.60349E-02   1.06500E-01   4.48970E-01
1.40138E+08   4.36778E-05   3.70396E-05   4.02306E-05   8.41074E-29   1.29276E-09   1.00000E+00   6.03640E-01   4.80097E-32   6.81896E-24   0.00000E+00   2.04899E-31   6.85015E-02   6.74344E-02   1.08680E-01   4.53370E-01
1.35785E+08   4.51180E-05   3.82609E-05   4.15572E-05   8.68807E-29   1.33585E-09   1.00000E+00   6.03640E-01   5.05545E-32   6.72930E-24   0.00000E+00   2.15084E-31   7.00402E-02   6.88293E-02   1.10750E-01   4.57650E-01
1.31566E+08   4.66047E-05   3.95217E-05   4.29266E-05   8.97436E-29   1.38037E-09   1.00000E+00   6.03640E-01   5.32333E-32   6.64100E-24   0.00000E+00   2.25775E-31   7.16086E-02   7.02465E-02   1.12860E-01   4.61790E-01
1.27477E+08   4.81393E-05   4.08231E-05   4.43402E-05   9.26989E-29   1.42638E-09   1.00000E+00   6.03640E-01   5.60531E-32   6.55403E-24   0.00000E+00   2.36998E-31   7.32075E-02   7.16861E-02   1.15010E-01   4.65770E-01
1.23514E+08   4.97235E-05   4.21666E-05   4.57994E-05   9.57496E-29   1.47391E-09   1.00000E+00   6.03640E-01   5.90208E-32   6.46831E-24   0.00000E+00   2.48778E-31   7.48379E-02   7.31490E-02   1.17180E-01   4.69600E-01
1.19674E+08   5.13588E-05   4.35534E-05   4.73057E-05   9.88987E-29   1.52302E-09   1.00000E+00   6.03640E-01   6.21447E-32   6.38385E-24   0.00000E+00   2.61144E-31   7.65004E-02   7.46358E-02   1.19390E-01   4.73250E-01
1.15952E+08   5.30468E-05   4.49850E-05   4.88606E-05   1.02149E-28   1.57377E-09   1.00000E+00   6.03640E-01   6.54329E-32   6.30064E-24   0.00000E+00   2.74123E-31   7.81944E-02   7.61442E-02   1.21630E-01   4.76710E-01
1.12346E+08   5.47894E-05   4.64627E-05   5.04656E-05   1.05505E-28   1.62619E-09   1.00000E+00   6.03640E-01   6.88942E-32   6.21866E-24   0.00000E+00   2.87746E-31   7.99207E-02   7.76752E-02   1.23900E-01   4.79970E-01
1.08851E+08   5.65881E-05   4.79881E-05   5.21225E-05   1.08969E-28   1.68036E-09   1.00000E+00   6.03640E-01   7.25377E-32   6.13790E-24   0.00000E+00   3.02046E-31   8.16795E-02   7.92283E-02   1.26210E-01   4.83010E-01
1.05464E+08   5.84449E-05   4.95628E-05   5.38328E-05   1.12544E-28   1.73632E-09   1.00000E+00   6.03640E-01   7.63733E-32   6.05835E-24   0.00000E+00   3.17054E-31   8.34709E-02   8.08034E-02   1.28550E-01   4.85830E-01
1.02182E+08   6.03616E-05   5.11883E-05   5.55983E-05   1.16236E-28   1.79413E-09   1.00000E+00   6.03650E-01   8.04114E-32   5.98001E-24   0.00000E+00   3.32807E-31   8.52952E-02   8.24002E-02   1.30920E-01   4.88400E-01
9.90011E+07   6.23401E-05   5.28662E-05   5.74208E-05   1.20046E-28   1.85386E-09   1.00000E+00   6.03650E-01   8.46629E-32   5.90286E-24   0.00000E+00   3.49340E-31   8.71878E-02   8.40812E-02   1.33480E-01   4.90720E-01
9.59191E+07   6.43825E-05   5.45982E-05   5.93021E-05   1.23979E-28   1.91556E-09   1.00000E+00   6.03650E-01   8.91379E-32   5.82682E-24   0.00000E+00   3.66692E-31   8.90814E-02   8.57261E-02   1.35930E-01   4.92830E-01
9.29327E+07   6.64907E-05   5.63862E-05   6.12440E-05   1.28039E-28   1.97931E-09   1.00000E+00   6.03650E-01   9.38487E-32   5.75188E-24   0.00000E+00   3.84903E-31   9.10101E-02   8.73931E-02   1.38420E-01   4.94650E-01
9.00388E+07   6.86670E-05   5.82318E-05   6.32487E-05   1.32230E-28   2.04516E-09   1.00000E+00   6.03650E-01   9.88086E-32   5.67809E-24   0.00000E+00   4.04015E-31   9.29736E-02   8.90810E-02   1.40950E-01   4.96160E-01
8.72346E+07   7.09135E-05   6.01370E-05   6.53180E-05   1.36556E-28   2.11318E-09   1.00000E+00   6.03650E-01   1.04031E-31   5.60542E-24   0.00000E+00   4.24074E-31   9.49714E-02   9.07888E-02   1.43500E-01   4.97350E-01
8.45174E+07   7.32325E-05   6.21036E-05   6.74541E-05   1.41022E-28   2.18346E-09   1.00000E+00   6.03650E-01   1.09530E-31   5.53387E-24   0.00000E+00   4.45126E-31   9.70042E-02   9.25163E-02   1.46090E-01   4.98190E-01
8.18845E+07   7.56264E-05   6.41338E-05   6.96592E-05   1.45632E-28   2.25606E-09   1.00000E+00   6.03650E-01   1.15321E-31   5.46343E-24   0.00000E+00   4.67220E-31   9.90721E-02   9.42629E-02   1.48720E-01   4.98680E-01
7.93332E+07   7.80975E-05   6.62295E-05   7.19354E-05   1.50390E-28   2.33106E-09   1.00000E+00   6.03650E-01   1.21421E-31   5.39410E-24   0.00000E+00   4.90408E-31   1.01180E-01   9.60279E-02   1.51370E-01   4.98810E-01
7.68610E+07   8.06485E-05   6.83929E-05   7.42852E-05   1.55303E-28   2.40855E-09   1.00000E+00   6.03650E-01   1.27845E-31   5.32589E-24   0.00000E+00   5.14744E-31   1.03310E-01   9.78102E-02   1.54060E-01   4.98540E-01
7.44655E+07   8.32819E-05   7.06262E-05   7.67109E-05   1.60374E-28   2.48860E-09   1.00000E+00   6.03650E-01   1.34613E-31   5.25881E-24   0.00000E+00   5.40284E-31   1.05490E-01   9.96090E-02   1.56780E-01   4.97880E-01
7.21444E+07   8.60004E-05   7.29317E-05   7.92150E-05   1.65609E-28   2.57129E-09   1.00000E+00   6.03650E-01   1.41745E-31   5.19285E-24   0.00000E+00   5.67088E-31   1.07690E-01   1.01420E-01   1.59530E-01   4.96820E-01
6.98952E+07   8.88067E-05   7.53117E-05   8.18001E-05   1.71014E-28   2.65672E-09   1.00000E+00   6.03650E-01   1.49258E-31   5.12796E-24   0.00000E+00   5.95218E-31   1.09980E-01   1.03270E-01   1.62310E-01   4.94960E-01
6.77159E+07   9.17038E-05   7.77686E-05   8.44687E-05   1.76593E-28   2.74497E-09   1.00000E+00   6.03650E-01   1.57177E-31   5.06423E-24   0.00000E+00   6.24739E-31   1.12260E-01   1.05110E-01   1.65120E-01   4.93040E-01
6.56041E+07   9.46946E-05   8.03051E-05   8.72236E-05   1.82352E-28   2.83614E-09   1.00000E+00   6.03650E-01   1.65527E-31   5.00168E-24   0.00000E+00   6.55720E-31   1.14570E-01   1.06970E-01   1.67960E-01   4.90690E-01
6.35578E+07   9.77823E-05   8.29236E-05   9.00678E-05   1.88298E-28   2.93031E-09   1.00000E+00   6.03650E-01   1.74333E-31   4.94034E-24   0.00000E+00   6.88232E-31   1.17160E-01   1.09470E-01   1.70820E-01   4.87910E-01
6.15749E+07   1.00970E-04   8.56270E-05   9.30040E-05   1.94437E-28   3.02760E-09   1.00000E+00   6.03650E-01   1.83623E-31   4.88024E-24   0.00000E+00   7.22351E-31   1.19540E-01   1.11370E-01   1.73720E-01   4.84750E-01
5.96536E+07   1.04261E-04   8.84179E-05   9.60355E-05   2.00775E-28   3.12809E-09   1.00000E+00   6.03650E-01   1.93428E-31   4.82141E-24   0.00000E+00   7.58157E-31   1.21950E-01   1.13280E-01   1.76650E-01   4.81180E-01
5.77918E+07   1.07659E-04   9.12994E-05   9.91652E-05   2.07318E-28   3.23190E-09   1.00000E+00   6.03650E-01   2.03781E-31   4.76391E-24   0.00000E+00   7.95733E-31   1.24390E-01   1.15190E-01   1.79600E-01   4.77190E-01
5.59876E+07   1.11166E-04   9.42744E-05   1.02397E-04   2.14073E-28   3.33915E-09   1.00000E+00   6.03650E-01   2.14717E-31   4.70777E-24   0.00000E+00   8.35167E-31   1.26850E-01   1.17100E-01   1.82550E-01   4.72680E-01
5.42394E+07   1.14788E-04   9.73461E-05   1.05733E-04   2.21048E-28   3.44994E-09   1.00000E+00   6.03650E-01   2.26276E-31   4.65305E-24   0.00000E+00   8.76552E-31   1.29340E-01   1.19010E-01   1.85520E-01   4.67760E-01
5.25453E+07   1.18528E-04   1.00518E-04   1.09178E-04   2.28250E-28   3.56439E-09   1.00000E+00   6.03650E-01   2.38498E-31   4.59979E-24   0.00000E+00   9.19985E-31   1.31840E-01   1.20920E-01   1.88500E-01   4.62450E-01
5.09036E+07   1.22389E-04   1.03792E-04   1.12734E-04   2.35686E-28   3.68264E-09   1.00000E+00   6.03650E-01   2.51430E-31   4.54804E-24   0.00000E+00   9.65568E-31   1.34360E-01   1.22810E-01   1.91490E-01   4.56750E-01
4.93128E+07   1.26376E-04   1.07174E-04   1.16407E-04   2.43364E-28   3.80480E-09   1.00000E+00   6.03650E-01   2.65118E-31   4.49781E-24   0.00000E+00   1.01341E-30   1.36900E-01   1.24700E-01   1.94490E-01   4.50690E-01
4.77712E+07   1.30493E-04   1.10665E-04   1.20199E-04   2.51292E-28   3.93102E-09   1.00000E+00   6.03650E-01   2.79609E-31   4.44907E-24   0.00000E+00   1.06362E-30   1.39510E-01   1.26610E-01   1.97490E-01   4.44300E-01
4.62773E+07   1.34744E-04   1.14270E-04   1.24115E-04   2.59479E-28   4.06144E-09   1.00000E+00   6.03650E-01   2.94972E-31   4.40202E-24   0.00000E+00   1.11632E-30   1.42070E-01   1.28470E-01   2.00500E-01   4.37570E-01
4.48296E+07   1.39135E-04   1.17994E-04   1.28159E-04   2.67933E-28   4.19619E-09   1.00000E+00   6.03660E-01   3.11266E-31   4.35667E-24   0.00000E+00   1.17164E-30   1.44630E-01   1.30310E-01   2.03490E-01   4.30540E-01
4.34266E+07   1.43668E-04   1.21839E-04   1.32335E-04   2.76664E-28   4.33545E-09   1.00000E+00   6.03660E-01   3.28562E-31   4.31309E-24   0.00000E+00   1.22971E-30   1.47190E-01   1.32120E-01   2.06480E-01   4.23210E-01
4.20670E+07   1.48350E-04   1.25809E-04   1.36648E-04   2.85681E-28   4.47936E-09   1.00000E+00   6.03660E-01   3.46936E-31   4.27134E-24   0.00000E+00   1.29067E-30   1.49740E-01   1.33900E-01   2.09460E-01   4.15610E-01
4.07493E+07   1.53186E-04   1.29911E-04   1.41103E-04   2.94994E-28   4.62810E-09   1.00000E+00   6.03660E-01   3.66473E-31   4.23149E-24   0.00000E+00   1.35466E-30   1.52290E-01   1.35650E-01   2.12430E-01   4.07760E-01
3.94723E+07   1.58181E-04   1.34146E-04   1.45704E-04   3.04612E-28   4.78184E-09   1.00000E+00   6.03660E-01   3.87263E-31   4.19362E-24   0.00000E+00   1.42185E-30   1.54860E-01   1.37370E-01   2.15110E-01   3.99690E-01
3.82346E+07   1.63340E-04   1.38522E-04   1.50456E-04   3.14548E-28   4.94075E-09   1.00000E+00   6.03660E-01   4.09409E-31   4.15780E-24   0.00000E+00   1.49240E-30   1.57370E-01   1.39050E-01   2.18050E-01   3.91480E-01
3.70351E+07   1.68669E-04   1.43041E-04   1.55365E-04   3.24810E-28   5.10501E-09   1.00000E+00   6.03660E-01   4.33023E-31   4.12412E-24   0.00000E+00   1.56647E-30   1.59850E-01   1.40680E-01   2.20980E-01   3.83060E-01
