# T           n_e           n_H           n_ion         rho           FHI           FHII          mu            Losses (L)    L/(n^2)       L_5007        LHalpha       0.1-0.5keV    0.5-1.0keV    1.0-2.0keV    2.0-10.0keV
# (K)         (/cm^3)       (/cm^3)       (/cm^3)       (g/cm^3)                                  (amu)         (erg/cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (fraction)    (fraction)    (fraction)    (fraction)
2.71020E+04   2.28530E-01   2.00130E-01   2.17370E-01   4.54442E-25   4.40665E-03   9.95590E-01   6.13570E-01   3.41809E-24   1.71911E-23   3.87065E-25   2.20745E-25   5.90728E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.62650E+04   2.35680E-01   2.06640E-01   2.24440E-01   4.69218E-25   5.11691E-03   9.94880E-01   6.13930E-01   3.54589E-24   1.67488E-23   3.51429E-25   2.19493E-25   5.53150E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.54580E+04   2.42990E-01   2.13320E-01   2.31700E-01   4.84395E-25   5.91767E-03   9.94080E-01   6.14310E-01   3.66545E-24   1.62667E-23   3.16104E-25   2.16791E-25   5.18860E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.46830E+04   2.50460E-01   2.20180E-01   2.39150E-01   4.99967E-25   6.81478E-03   9.93190E-01   6.14730E-01   3.77396E-24   1.57431E-23   2.81327E-25   2.12707E-25   4.87598E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.39360E+04   2.58090E-01   2.27210E-01   2.46790E-01   5.15935E-25   7.81403E-03   9.92190E-01   6.15170E-01   3.87013E-24   1.51831E-23   2.47384E-25   2.07354E-25   4.58809E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.32190E+04   2.65860E-01   2.34420E-01   2.54620E-01   5.32303E-25   8.92128E-03   9.91080E-01   6.15640E-01   3.95347E-24   1.45941E-23   2.14601E-25   2.00882E-25   4.32075E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.25290E+04   2.73780E-01   2.41810E-01   2.62640E-01   5.49075E-25   1.01422E-02   9.89860E-01   6.16150E-01   4.02247E-24   1.39794E-23   1.83341E-25   1.93474E-25   4.06927E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.18650E+04   2.81830E-01   2.49370E-01   2.70860E-01   5.66250E-25   1.14825E-02   9.88520E-01   6.16700E-01   4.07608E-24   1.33438E-23   1.53978E-25   1.85334E-25   3.83182E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.12280E+04   2.90020E-01   2.57110E-01   2.79270E-01   5.83830E-25   1.29480E-02   9.87050E-01   6.17280E-01   4.11371E-24   1.26930E-23   1.26866E-25   1.76674E-25   3.60571E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.06150E+04   2.98350E-01   2.65040E-01   2.87870E-01   6.01818E-25   1.45449E-02   9.85460E-01   6.17910E-01   4.13531E-24   1.20335E-23   1.02315E-25   1.67704E-25   3.38843E-06   0.00000E+00   0.00000E+00   0.00000E+00
2.00250E+04   3.06790E-01   2.73140E-01   2.96670E-01   6.20218E-25   1.62802E-02   9.83720E-01   6.18580E-01   4.14151E-24   1.13726E-23   8.07858E-26   1.58621E-25   3.16287E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.94590E+04   3.15350E-01   2.81430E-01   3.05670E-01   6.39037E-25   1.81610E-02   9.81840E-01   6.19290E-01   4.13302E-24   1.07163E-23   6.23363E-26   1.49569E-25   2.94364E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.89140E+04   3.24030E-01   2.89900E-01   3.14880E-01   6.58277E-25   2.01953E-02   9.79800E-01   6.20060E-01   4.11053E-24   1.00698E-23   4.67260E-26   1.40735E-25   2.72941E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.83910E+04   3.32810E-01   2.98560E-01   3.24290E-01   6.77946E-25   2.23916E-02   9.77610E-01   6.20880E-01   4.07527E-24   9.43835E-24   3.39134E-26   1.32252E-25   2.51892E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.78870E+04   3.41690E-01   3.07420E-01   3.33910E-01   6.98053E-25   2.47592E-02   9.75240E-01   6.21760E-01   4.02960E-24   8.82845E-24   2.38187E-26   1.24219E-25   2.31691E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.74020E+04   3.50670E-01   3.16470E-01   3.43740E-01   7.18609E-25   2.73080E-02   9.72690E-01   6.22700E-01   3.97501E-24   8.24347E-24   1.61530E-26   1.16713E-25   2.11690E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.69360E+04   3.59730E-01   3.25730E-01   3.53790E-01   7.39617E-25   3.00476E-02   9.69950E-01   6.23710E-01   3.91222E-24   7.68450E-24   1.05037E-26   1.09789E-25   1.92053E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.64880E+04   3.68860E-01   3.35180E-01   3.64060E-01   7.61082E-25   3.29882E-02   9.67010E-01   6.24780E-01   3.84289E-24   7.15398E-24   6.52988E-27   1.03480E-25   1.73352E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.60570E+04   3.78060E-01   3.44840E-01   3.74550E-01   7.83013E-25   3.61406E-02   9.63860E-01   6.25930E-01   3.76871E-24   6.65358E-24   3.88552E-27   9.77974E-26   1.55436E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.56410E+04   3.87310E-01   3.54710E-01   3.85270E-01   8.05420E-25   3.95150E-02   9.60490E-01   6.27160E-01   3.69130E-24   6.18432E-24   2.21858E-27   9.27380E-26   1.38082E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.52420E+04   3.96610E-01   3.64790E-01   3.96220E-01   8.28309E-25   4.31213E-02   9.56880E-01   6.28470E-01   3.61163E-24   5.74573E-24   1.21862E-27   8.82858E-26   1.21629E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.48570E+04   4.05940E-01   3.75080E-01   4.07400E-01   8.51687E-25   4.69689E-02   9.53030E-01   6.29860E-01   3.53104E-24   5.33775E-24   6.52232E-28   8.44034E-26   1.06155E-06   0.00000E+00   0.00000E+00   0.00000E+00
1.44870E+04   4.15290E-01   3.85600E-01   4.18820E-01   8.75568E-25   5.10668E-02   9.48930E-01   6.31350E-01   3.45129E-24   4.96054E-24   3.45236E-28   8.10481E-26   9.14250E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.41310E+04   4.24660E-01   3.96350E-01   4.30490E-01   8.99963E-25   5.54228E-02   9.44580E-01   6.32930E-01   3.37340E-24   4.61301E-24   1.85946E-28   7.81991E-26   7.63809E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.37880E+04   4.34020E-01   4.07320E-01   4.42410E-01   9.24882E-25   6.00431E-02   9.39960E-01   6.34610E-01   3.29798E-24   4.29349E-24   1.04660E-28   7.58148E-26   6.02293E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.34570E+04   4.43370E-01   4.18530E-01   4.54590E-01   9.50334E-25   6.49331E-02   9.35070E-01   6.36400E-01   3.22576E-24   4.00053E-24   6.21147E-29   7.38521E-26   4.99979E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.31390E+04   4.52700E-01   4.29980E-01   4.67030E-01   9.76331E-25   7.00966E-02   9.29900E-01   6.38280E-01   3.15728E-24   3.73245E-24   3.86115E-29   7.22679E-26   4.09381E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.28320E+04   4.62000E-01   4.41680E-01   4.79730E-01   1.00289E-24   7.55363E-02   9.24460E-01   6.40270E-01   3.09331E-24   3.48795E-24   2.46522E-29   7.10195E-26   3.31416E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.25360E+04   4.71260E-01   4.53630E-01   4.92710E-01   1.03002E-24   8.12531E-02   9.18750E-01   6.42370E-01   3.03455E-24   3.26562E-24   1.58957E-29   7.00660E-26   2.64778E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.22500E+04   4.80470E-01   4.65840E-01   5.05980E-01   1.05775E-24   8.72460E-02   9.12750E-01   6.44580E-01   2.98086E-24   3.06333E-24   1.02267E-29   6.93513E-26   2.09276E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.19740E+04   4.89630E-01   4.78320E-01   5.19530E-01   1.08608E-24   9.35120E-02   9.06490E-01   6.46900E-01   2.93223E-24   2.87925E-24   6.53006E-30   6.88550E-26   1.62828E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.17080E+04   4.98720E-01   4.91070E-01   5.33380E-01   1.11503E-24   1.00050E-01   8.99950E-01   6.49330E-01   2.88873E-24   2.71182E-24   4.12581E-30   6.85466E-26   1.15737E-07   0.00000E+00   0.00000E+00   0.00000E+00
1.14510E+04   5.07750E-01   5.04100E-01   5.47530E-01   1.14461E-24   1.06850E-01   8.93150E-01   6.51870E-01   2.85015E-24   2.55935E-24   2.60541E-30   6.83964E-26   6.79192E-08   0.00000E+00   0.00000E+00   0.00000E+00
1.12020E+04   5.16700E-01   5.17430E-01   5.62000E-01   1.17486E-24   1.13900E-01   8.86100E-01   6.54520E-01   2.81683E-24   2.42078E-24   1.63344E-30   6.83774E-26   5.36801E-08   0.00000E+00   0.00000E+00   0.00000E+00
1.09620E+04   5.25580E-01   5.31050E-01   5.76800E-01   1.20578E-24   1.21210E-01   8.78790E-01   6.57280E-01   2.78872E-24   2.29480E-24   9.96124E-31   6.84658E-26   4.21934E-08   0.00000E+00   0.00000E+00   0.00000E+00
1.07290E+04   5.34370E-01   5.44980E-01   5.91930E-01   1.23741E-24   1.28760E-01   8.71240E-01   6.60140E-01   2.76501E-24   2.17964E-24   6.01465E-31   6.86402E-26   3.30754E-08   0.00000E+00   0.00000E+00   0.00000E+00
1.05030E+04   5.43090E-01   5.59220E-01   6.07400E-01   1.26974E-24   1.36540E-01   8.63460E-01   6.63110E-01   2.74567E-24   2.07435E-24   3.59434E-31   6.88821E-26   2.58652E-08   0.00000E+00   0.00000E+00   0.00000E+00
1.02840E+04   5.51720E-01   5.73790E-01   6.23230E-01   1.30282E-24   1.44540E-01   8.55460E-01   6.66180E-01   2.73042E-24   1.97786E-24   2.12487E-31   6.91751E-26   2.02335E-08   0.00000E+00   0.00000E+00   0.00000E+00
1.00720E+04   5.60260E-01   5.88700E-01   6.39410E-01   1.33666E-24   1.52750E-01   8.47250E-01   6.69350E-01   2.71868E-24   1.88900E-24   1.24347E-31   6.95049E-26   1.58438E-08   0.00000E+00   0.00000E+00   0.00000E+00
9.86680E+03   5.68710E-01   6.03940E-01   6.55970E-01   1.37127E-24   1.61160E-01   8.38840E-01   6.72620E-01   2.71006E-24   1.80690E-24   7.20286E-32   6.98445E-26   1.23979E-08   0.00000E+00   0.00000E+00   0.00000E+00
9.66710E+03   5.77060E-01   6.19540E-01   6.72920E-01   1.40668E-24   1.69760E-01   8.30240E-01   6.75980E-01   2.70411E-24   1.73069E-24   2.60956E-32   7.01903E-26   7.45928E-09   0.00000E+00   0.00000E+00   0.00000E+00
9.47310E+03   5.85330E-01   6.35500E-01   6.90250E-01   1.44291E-24   1.78530E-01   8.21470E-01   6.79440E-01   2.70071E-24   1.65983E-24   0.00000E+00   7.05415E-26   6.16744E-09   0.00000E+00   0.00000E+00   0.00000E+00
9.28450E+03   5.93500E-01   6.51830E-01   7.07990E-01   1.47998E-24   1.87460E-01   8.12540E-01   6.82990E-01   2.69966E-24   1.59379E-24   0.00000E+00   7.08905E-26   4.95297E-09   0.00000E+00   0.00000E+00   0.00000E+00
9.10110E+03   6.01570E-01   6.68540E-01   7.26140E-01   1.51792E-24   1.96550E-01   8.03450E-01   6.86630E-01   2.70055E-24   1.53194E-24   0.00000E+00   7.12308E-26   1.90316E-09   0.00000E+00   0.00000E+00   0.00000E+00
8.92260E+03   6.09550E-01   6.85650E-01   7.44720E-01   1.55676E-24   2.05790E-01   7.94210E-01   6.90360E-01   2.70325E-24   1.47393E-24   0.00000E+00   7.15568E-26   2.90228E-10   0.00000E+00   0.00000E+00   0.00000E+00
8.74890E+03   6.17420E-01   7.03160E-01   7.63740E-01   1.59651E-24   2.15160E-01   7.84840E-01   6.94170E-01   2.70757E-24   1.41935E-24   0.00000E+00   7.18639E-26   1.93793E-10   0.00000E+00   0.00000E+00   0.00000E+00
8.57960E+03   6.25190E-01   7.21090E-01   7.83220E-01   1.63721E-24   2.24660E-01   7.75340E-01   6.98070E-01   2.71323E-24   1.36783E-24   0.00000E+00   7.21484E-26   1.18596E-10   0.00000E+00   0.00000E+00   0.00000E+00
8.41480E+03   6.32840E-01   7.39450E-01   8.03150E-01   1.67888E-24   2.34290E-01   7.65710E-01   7.02050E-01   2.72007E-24   1.31908E-24   0.00000E+00   7.24068E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
8.25400E+03   6.40390E-01   7.58250E-01   8.23570E-01   1.72155E-24   2.44020E-01   7.55980E-01   7.06110E-01   2.72803E-24   1.27288E-24   0.00000E+00   7.26367E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
8.09720E+03   6.47830E-01   7.77500E-01   8.44480E-01   1.76526E-24   2.53870E-01   7.46130E-01   7.10250E-01   2.73701E-24   1.22902E-24   0.00000E+00   7.28356E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.94420E+03   6.55150E-01   7.97220E-01   8.65900E-01   1.81002E-24   2.63810E-01   7.36190E-01   7.14480E-01   2.74690E-24   1.18729E-24   0.00000E+00   7.30020E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.79490E+03   6.62350E-01   8.17420E-01   8.87840E-01   1.85588E-24   2.73840E-01   7.26160E-01   7.18780E-01   2.75775E-24   1.14758E-24   0.00000E+00   7.31344E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.64900E+03   6.69430E-01   8.38120E-01   9.10330E-01   1.90287E-24   2.83950E-01   7.16050E-01   7.23160E-01   2.76958E-24   1.10977E-24   0.00000E+00   7.32317E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.50650E+03   6.76390E-01   8.59330E-01   9.33370E-01   1.95102E-24   2.94140E-01   7.05860E-01   7.27620E-01   2.78214E-24   1.07364E-24   0.00000E+00   7.32930E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.36710E+03   6.83220E-01   8.81070E-01   9.56980E-01   2.00036E-24   3.04390E-01   6.95610E-01   7.32160E-01   2.79536E-24   1.03907E-24   0.00000E+00   7.32872E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.23090E+03   6.89920E-01   9.03350E-01   9.81180E-01   2.05094E-24   3.14710E-01   6.85290E-01   7.36760E-01   2.80942E-24   1.00603E-24   0.00000E+00   7.32431E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.09760E+03   6.96490E-01   9.26200E-01   1.00600E+00   2.10280E-24   3.25080E-01   6.74920E-01   7.41450E-01   2.82440E-24   9.74451E-25   0.00000E+00   7.31617E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.96710E+03   7.02930E-01   9.49630E-01   1.03140E+00   2.15598E-24   3.35500E-01   6.64500E-01   7.46200E-01   2.84027E-24   9.44225E-25   0.00000E+00   7.30432E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.83930E+03   7.09240E-01   9.73650E-01   1.05750E+00   2.21052E-24   3.45960E-01   6.54040E-01   7.51030E-01   2.85705E-24   9.15284E-25   0.00000E+00   7.28875E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.71410E+03   7.15410E-01   9.98300E-01   1.08430E+00   2.26646E-24   3.56440E-01   6.43560E-01   7.55920E-01   2.87475E-24   8.87550E-25   0.00000E+00   7.26950E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.59140E+03   7.21450E-01   1.02360E+00   1.11180E+00   2.32385E-24   3.66950E-01   6.33050E-01   7.60880E-01   2.89341E-24   8.60961E-25   0.00000E+00   7.24660E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.47110E+03   7.27360E-01   1.04950E+00   1.13990E+00   2.38273E-24   3.77480E-01   6.22520E-01   7.65910E-01   2.91306E-24   8.35453E-25   0.00000E+00   7.22009E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.35310E+03   7.33120E-01   1.07610E+00   1.16890E+00   2.44317E-24   3.88010E-01   6.11990E-01   7.71000E-01   2.93371E-24   8.10966E-25   0.00000E+00   7.19002E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.23730E+03   7.38760E-01   1.10350E+00   1.19850E+00   2.50520E-24   3.98540E-01   6.01460E-01   7.76150E-01   2.95538E-24   7.87443E-25   0.00000E+00   7.15646E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.12360E+03   7.44260E-01   1.13150E+00   1.22900E+00   2.56888E-24   4.09070E-01   5.90930E-01   7.81360E-01   2.97812E-24   7.64833E-25   0.00000E+00   7.11947E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.01190E+03   7.49620E-01   1.16030E+00   1.26030E+00   2.63426E-24   4.19580E-01   5.80420E-01   7.86630E-01   3.00192E-24   7.43085E-25   0.00000E+00   7.07914E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.90220E+03   7.54860E-01   1.18990E+00   1.29240E+00   2.70141E-24   4.30070E-01   5.69930E-01   7.91950E-01   3.02681E-24   7.22148E-25   0.00000E+00   7.03554E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.79440E+03   7.59960E-01   1.22030E+00   1.32540E+00   2.77037E-24   4.40530E-01   5.59470E-01   7.97320E-01   3.05280E-24   7.01978E-25   0.00000E+00   6.98876E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.68840E+03   7.64920E-01   1.25150E+00   1.35930E+00   2.84122E-24   4.50950E-01   5.49050E-01   8.02740E-01   3.07994E-24   6.82539E-25   0.00000E+00   6.93891E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.58410E+03   7.69760E-01   1.28360E+00   1.39420E+00   2.91400E-24   4.61330E-01   5.38670E-01   8.08210E-01   3.10822E-24   6.63784E-25   0.00000E+00   6.88607E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.48150E+03   7.74470E-01   1.31650E+00   1.43000E+00   2.98879E-24   4.71670E-01   5.28330E-01   8.13720E-01   3.13766E-24   6.45677E-25   0.00000E+00   6.83035E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.38060E+03   7.79050E-01   1.35040E+00   1.46670E+00   3.06566E-24   4.81940E-01   5.18060E-01   8.19280E-01   3.16827E-24   6.28182E-25   0.00000E+00   6.77186E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.28120E+03   7.83510E-01   1.38520E+00   1.50450E+00   3.14466E-24   4.92150E-01   5.07850E-01   8.24870E-01   3.20012E-24   6.11274E-25   0.00000E+00   6.71071E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.18330E+03   7.87840E-01   1.42100E+00   1.54340E+00   3.22587E-24   5.02300E-01   4.97700E-01   8.30500E-01   3.23322E-24   5.94919E-25   0.00000E+00   6.64701E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.08690E+03   7.92060E-01   1.45780E+00   1.58340E+00   3.30937E-24   5.12370E-01   4.87630E-01   8.36160E-01   3.26754E-24   5.79082E-25   0.00000E+00   6.58088E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.99200E+03   7.96150E-01   1.49560E+00   1.62440E+00   3.39524E-24   5.22360E-01   4.77640E-01   8.41840E-01   3.30311E-24   5.63737E-25   0.00000E+00   6.51212E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.89840E+03   8.00130E-01   1.53450E+00   1.66670E+00   3.48354E-24   5.32260E-01   4.67740E-01   8.47560E-01   3.33996E-24   5.48860E-25   0.00000E+00   6.43774E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.80620E+03   8.04000E-01   1.57450E+00   1.71020E+00   3.57436E-24   5.42080E-01   4.57920E-01   8.53290E-01   3.37813E-24   5.34431E-25   0.00000E+00   6.36136E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.71540E+03   8.07750E-01   1.61570E+00   1.75490E+00   3.66778E-24   5.51790E-01   4.48210E-01   8.59050E-01   3.41766E-24   5.20429E-25   0.00000E+00   6.28311E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.62580E+03   8.11390E-01   1.65800E+00   1.80090E+00   3.76389E-24   5.61410E-01   4.38590E-01   8.64820E-01   3.45855E-24   5.06831E-25   0.00000E+00   6.20312E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.53740E+03   8.14930E-01   1.70160E+00   1.84820E+00   3.86278E-24   5.70930E-01   4.29070E-01   8.70610E-01   3.50084E-24   4.93618E-25   0.00000E+00   6.12150E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.45030E+03   8.18370E-01   1.74640E+00   1.89690E+00   3.96455E-24   5.80330E-01   4.19670E-01   8.76400E-01   3.54464E-24   4.80785E-25   0.00000E+00   6.03840E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.36440E+03   8.21710E-01   1.79260E+00   1.94700E+00   4.06928E-24   5.89630E-01   4.10370E-01   8.82200E-01   3.59002E-24   4.68318E-25   0.00000E+00   5.95394E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.27960E+03   8.24960E-01   1.84010E+00   1.99860E+00   4.17709E-24   5.98800E-01   4.01200E-01   8.88010E-01   3.63706E-24   4.56206E-25   0.00000E+00   5.86825E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.19600E+03   8.28110E-01   1.88900E+00   2.05170E+00   4.28807E-24   6.07860E-01   3.92140E-01   8.93810E-01   3.68584E-24   4.44436E-25   0.00000E+00   5.78148E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.11350E+03   8.31180E-01   1.93930E+00   2.10640E+00   4.40233E-24   6.16800E-01   3.83200E-01   8.99610E-01   3.73645E-24   4.32999E-25   0.00000E+00   5.69376E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.03220E+03   8.34170E-01   1.99110E+00   2.16270E+00   4.51998E-24   6.25600E-01   3.74400E-01   9.05410E-01   3.78898E-24   4.21884E-25   0.00000E+00   5.60522E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.95190E+03   8.37080E-01   2.04450E+00   2.22070E+00   4.64115E-24   6.34280E-01   3.65720E-01   9.11190E-01   3.84354E-24   4.11083E-25   0.00000E+00   5.51599E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.87260E+03   8.39930E-01   2.09950E+00   2.28040E+00   4.76594E-24   6.42830E-01   3.57170E-01   9.16950E-01   3.90025E-24   4.00588E-25   0.00000E+00   5.42622E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.79440E+03   8.42700E-01   2.15610E+00   2.34190E+00   4.89448E-24   6.51240E-01   3.48760E-01   9.22700E-01   3.95923E-24   3.90393E-25   0.00000E+00   5.33604E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.71730E+03   8.45430E-01   2.21450E+00   2.40530E+00   5.02690E-24   6.59510E-01   3.40490E-01   9.28430E-01   4.02062E-24   3.80489E-25   0.00000E+00   5.24557E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.64120E+03   8.48100E-01   2.27460E+00   2.47060E+00   5.16334E-24   6.67650E-01   3.32350E-01   9.34130E-01   4.08457E-24   3.70871E-25   0.00000E+00   5.15496E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.56610E+03   8.50720E-01   2.33650E+00   2.53780E+00   5.30394E-24   6.75640E-01   3.24360E-01   9.39800E-01   4.15123E-24   3.61532E-25   0.00000E+00   5.06434E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.49190E+03   8.53320E-01   2.40040E+00   2.60720E+00   5.44883E-24   6.83490E-01   3.16510E-01   9.45440E-01   4.22078E-24   3.52467E-25   0.00000E+00   4.97383E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.41880E+03   8.55880E-01   2.46620E+00   2.67860E+00   5.59816E-24   6.91200E-01   3.08800E-01   9.51050E-01   4.29340E-24   3.43670E-25   0.00000E+00   4.88355E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.34670E+03   8.58420E-01   2.53400E+00   2.75230E+00   5.75210E-24   6.98750E-01   3.01250E-01   9.56610E-01   4.36930E-24   3.35139E-25   0.00000E+00   4.79365E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.27550E+03   8.60950E-01   2.60390E+00   2.82820E+00   5.91079E-24   7.06160E-01   2.93840E-01   9.62130E-01   4.44869E-24   3.26866E-25   0.00000E+00   4.70423E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.20530E+03   8.63480E-01   2.67600E+00   2.90650E+00   6.07441E-24   7.13420E-01   2.86580E-01   9.67610E-01   4.53172E-24   3.18843E-25   0.00000E+00   4.61542E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.13600E+03   8.66010E-01   2.75030E+00   2.98730E+00   6.24313E-24   7.20530E-01   2.79470E-01   9.73030E-01   4.61863E-24   3.11064E-25   0.00000E+00   4.52733E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.06770E+03   8.68560E-01   2.82700E+00   3.07050E+00   6.41711E-24   7.27490E-01   2.72510E-01   9.78400E-01   4.70967E-24   3.03526E-25   0.00000E+00   4.44007E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.00030E+03   8.71140E-01   2.90600E+00   3.15640E+00   6.59655E-24   7.34300E-01   2.65700E-01   9.83720E-01   4.80509E-24   2.96224E-25   0.00000E+00   4.35374E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.93390E+03   8.73750E-01   2.98760E+00   3.24500E+00   6.78164E-24   7.40960E-01   2.59040E-01   9.88980E-01   4.90515E-24   2.89151E-25   0.00000E+00   4.26298E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.86840E+03   8.76410E-01   3.07170E+00   3.33630E+00   6.97256E-24   7.47460E-01   2.52540E-01   9.94170E-01   5.01011E-24   2.82302E-25   0.00000E+00   4.17351E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.80390E+03   8.79130E-01   3.15850E+00   3.43060E+00   7.16953E-24   7.53820E-01   2.46180E-01   9.99300E-01   5.12026E-24   2.75671E-25   0.00000E+00   4.08543E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.74030E+03   8.81910E-01   3.24800E+00   3.52790E+00   7.37275E-24   7.60020E-01   2.39980E-01   1.00440E+00   5.23589E-24   2.69252E-25   0.00000E+00   3.99882E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.67760E+03   8.84780E-01   3.34040E+00   3.62820E+00   7.58243E-24   7.66070E-01   2.33930E-01   1.00940E+00   5.35728E-24   2.63038E-25   0.00000E+00   3.91376E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.61590E+03   8.87730E-01   3.43570E+00   3.73170E+00   7.79880E-24   7.71970E-01   2.28030E-01   1.01430E+00   5.48475E-24   2.57023E-25   0.00000E+00   3.83032E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
